Account ,Date,Transaction Type,No.,Name,Memo/Description,Split,Amount,Balance
,01/10/2021,Bill,1784,Emberleaf Workshop,Black out mark,Creditors,6,"1,162,153.30"
,01/10/2021,Bill,1784,Emberleaf Workshop,Import mark custom,Creditors,6,"1,162,159.30"
,01/10/2021,Bill,1784,Emberleaf Workshop,laser engraving EU spec mark,Creditors,6,"1,162,165.30"
,01/10/2021,Bill,1240JRL,Laser Welding Services,Fore end to build up 2 triungular faces,Creditors,70,"1,162,235.30"
,01/10/2021,Bill,2.10E+13,Riflecraft Limited,1 hour workshop labour,Creditors,45,"1,162,280.30"
,01/10/2021,Bill,1621,Emberleaf Workshop,laser engraving EU spec mark,Creditors,36,"1,162,316.30"
,01/10/2021,Bill,600641,Traditional English Guncases Ltd,"150 Size Cartridge Bag to match above 
stamped-BJG",Creditors,335,"1,162,651.30"
,01/10/2021,Bill,600641,Traditional English Guncases Ltd,Double Leather Slip in Brown Stamped BJG,Creditors,850,"1,163,501.30"
,01/10/2021,Bill,600641,Traditional English Guncases Ltd,"150 Size Cartridge Bag to Match above 
-Stamped KMG 3",Creditors,335,"1,163,836.30"
,01/10/2021,Bill,600641,Traditional English Guncases Ltd,Double Leather Slip in Dark Brown- Stamped KMG 8,Creditors,850,"1,164,686.30"
,01/10/2021,Bill,1621,Emberleaf Workshop,Data set up fee,Creditors,30,"1,164,716.30"
,01/10/2021,Bill,1621,Emberleaf Workshop,Import mark custom,Creditors,27,"1,164,743.30"
,07/10/2021,Bill,2021-A-2286,Negrini,"packaging for finished rifles - 1,304.65 EUR",Creditors,"1,147.82","1,165,891.12"
,11/10/2021,Bill,44676,The Company of Gunmakers,.416 RIGBY (NO.2) S/S RIFLE PROOF,Creditors,44.75,"1,165,935.87"
,12/10/2021,Bill,1952,Emberleaf Workshop,Import mark custom,Creditors,6,"1,165,941.87"
,14/10/2021,Journal Entry,3287,,"Rigby - .275 Rigby x 74 rnd @ 1.16
Hornady - .416 Rigby x 78 rnd @ 3.69

Range ammunition used on 28/07/2021",-Split-,373.66,"1,166,315.53"
,14/10/2021,Journal Entry,3287,,"Hornady - 30-06 x 67 rnd @ 1.25
Hornady - .275 Rigby x 25 rnd @ 1.16
Hornady - .375 H&H x 27 rnd @ 2.69
Hornady - .470 NE x 6 rnd @ 6.68

Range ammunition used on 06/10/2021",-Split-,225.46,"1,166,540.99"
,14/10/2021,Journal Entry,3287,,"Federal - .300 Win Mag x 10 rnd @ 1.94
Federal - .375 H&H x 48 rnd @ 3.55
Hornady - .375 H&H x 20 rnd @ 2.69
Rigby - .275 Rigby x 3 rnd @ 1.16
Federal - 7x57 x 3 rnd @ 1.26
Hornady - .470 NE x 6 rnd @ 6.68
Hornady - .308 Win x 20 rnd @ 1.25

Range ammunition used on 23/09/2021",-Split-,290.94,"1,166,831.93"
,14/10/2021,Journal Entry,3287,,"PPU - 7.5x55 x 15 rnd @ 2.17
Norma - 7.5x55 x 95 rnd @ 2.03
Rigby - .275 Rigby x 13 rnd @ 1.16
Federal - .300 Win Mag x 30 rnd @ 1.94
Hornady - .7mm Rem Mag x 5 rnd @ 1.86
RWS - .7mm Rem Mag x 19 rnd @ 1.86
Barnes - .416 Rigby x 10 rnd @ 8.03

Range ammunition used on 17/09/2021",-Split-,423.62,"1,167,255.55"
,14/10/2021,Journal Entry,3287,,"Norma - 7.5x55 x 169 rnd @ 2.03
Barnes .416 Rigby x 40 rnd @ 8.03
Rigby - .416 Rigby No 2 x 6 rnd @ 9.72
Rigby - .275 Rigby x 13 rnd @ 1.16

Range ammunition used on 10/09/2021",-Split-,737.67,"1,167,993.22"
,14/10/2021,Journal Entry,3287,,"Hornady - .416 Rigby x 13 rnd @ 3.69
Barnes - .416 Rigby x 11 rnd @ 8.04
Federal - .300 Win Mag x 14 rnd @ 1.94
Rigby - .275 Rigby x 20 rnd @ 1.16
Federal - .308 win x 10 rnd @ 1.28
CCI - .22LR x 50 rnd @ 0.05

Range ammunition used on 19/08/2021",-Split-,201.96,"1,168,195.18"
,14/10/2021,Journal Entry,3287,,"Hornady - .470 NE x 40 rnd @ 6.68
Barnes - .416 rigby x 13 rnd @ 8.03
Rigby - .275 Rigby x 12 rnd @ 1.16
Hornady - 9.3x62 x 8 rnd @ 1.57

Range ammunition used on 12/08/2021",-Split-,398.07,"1,168,593.25"
,14/10/2021,Journal Entry,3287,,"Hornady - .375 H&H x 16 rnd @ 2.79
Federal - .375 H&H x 26 rnd @ 3.07
Federal - .308 Win x 10 rnd @ 1.28
Hornady - .30-06 x 8 rnd @ 1.25
Federal - .303 x 5 rnd @ 1.46
Federal - .300 Win mag x 11 rnd @ 1.94
Rigby - .416 Rigby No. 2 x 34 @ 9.72

Range ammunition used on 14/07/2021",-Split-,506.38,"1,169,099.63"
,14/10/2021,Journal Entry,3287,,"Hornady - .450 Rigby x 41 rnd @ 3.69
Rigby - .350 rigby x 50 rnd @ 7.17
Federal - .300 Win Mag x 20 rnd @ 1.94
Hornady - .416 Rigby x 36 rnd @ 3.69
Federal - 7x57 x 20 rnd @ 1.26
Rigby - .275 Rigby x 20 rnd @ 1.16

Range ammunition used on 30/06/2021",-Split-,729.83,"1,169,829.46"
,14/10/2021,Journal Entry,3288,,Barrels used in the production of 26 Swiss limited edition rifles,-Split-,"4,844.32","1,174,673.78"
,14/10/2021,Journal Entry,3287,,"Rigby - .416 Rigby No.2 x 32 rnd @ 9.72
Rigby - .275 Rigby x 6 rnd @ 1.16
Federal - 7x57 x 26 rnd @ 1.26
Hornady - .416 Rigby x 16 rnd @ 3.69
Norma - .30-06 x 3 rnd @ 2.01
Hornady - .30-06 x 20 rnd @ 1.23

Range ammunition used on 09/06/2021",-Split-,440.43,"1,175,114.21"
,14/10/2021,Journal Entry,3289,,Two wood blanks from Romain Lepinois used before he issued the invoice,-Split-,"1,800.00","1,176,914.21"
,15/10/2021,Bill,,SASU BYG France,"Rigby sunglases Cape Buffalo Horn - 1,600 EUR",Creditors,"1,414.42","1,178,328.63"
,18/10/2021,Bill,15.2,T & D O'Neill,Pick up and colections,Creditors,860,"1,179,188.63"
,21/10/2021,Bill,103149,PDQ Freight Ltd,Customs fees,Creditors,"3,592.18","1,182,780.81"
,22/10/2021,Journal Entry,3292,,being released from accrual s/n 18699,-Split-,-46,"1,182,734.81"
,22/10/2021,Journal Entry,3292,,being released from accrual s/n 18699,-Split-,0.1,"1,182,734.91"
,25/10/2021,Bill,1965,Emberleaf Workshop,Data set up fee,Creditors,45,"1,182,779.91"
,25/10/2021,Bill,1965,Emberleaf Workshop,laser engraving EU spec mark,Creditors,12,"1,182,791.91"
,25/10/2021,Bill,1965,Emberleaf Workshop,Import mark custom,Creditors,78,"1,182,869.91"
,28/10/2021,Journal Entry,3310,,S2M1FT0378,-Split-,0.03,"1,182,869.94"
,28/10/2021,Journal Entry,3310,,S2M1FT1723,-Split-,109.38,"1,182,979.32"
,28/10/2021,Journal Entry,3310,,S2M1FT1735,-Split-,55.74,"1,183,035.06"
,28/10/2021,Journal Entry,3310,,S2M1FT0288,-Split-,11.62,"1,183,046.68"
,28/10/2021,Journal Entry,3310,,S2M1FT0300,-Split-,2,"1,183,048.68"
,28/10/2021,Journal Entry,3310,,S2M1FT0212,-Split-,56.47,"1,183,105.15"
,28/10/2021,Journal Entry,3310,,S2M1FT2193,-Split-,7.03,"1,183,112.18"
,28/10/2021,Journal Entry,3310,,S2M1FT0219,-Split-,39.59,"1,183,151.77"
,28/10/2021,Journal Entry,3310,,S2M1FT0189,-Split-,16.3,"1,183,168.07"
,28/10/2021,Journal Entry,3310,,S2M1FT0215,-Split-,40.35,"1,183,208.42"
,28/10/2021,Journal Entry,3310,,S2M1FT0212,-Split-,56.47,"1,183,264.89"
,28/10/2021,Journal Entry,3310,,S2M1FT1724,-Split-,41.67,"1,183,306.56"
,28/10/2021,Journal Entry,3310,,S2M1FT0451,-Split-,9.96,"1,183,316.52"
,28/10/2021,Journal Entry,3310,,S2M1FT1007,-Split-,612,"1,183,928.52"
,30/10/2021,Journal Entry,3326,,Being released to P&L,-Split-,"248,500.13","1,432,428.65"
,31/10/2021,Journal Entry,3328,,WBC  bags,-Split-,376.67,"1,432,805.32"
,31/10/2021,Journal Entry,3327,,Being accrual for Swiss edition,-Split-,"16,000.00","1,448,805.32"
,31/10/2021,Journal Entry,3328,,Harper office Packing Oct 2021,-Split-,350,"1,449,155.32"
,31/10/2021,Cheque,1401,,Gold,Commercial card,16.45,"1,449,171.77"
,31/10/2021,Journal Entry,3327,,Being stock transfer to P&L accessories sale,-Split-,"10,487.95","1,459,659.72"
,31/10/2021,Journal Entry,3327,,Being accrual for 19601,-Split-,"6,500.00","1,466,159.72"
,01/11/2021,Bill,2.11E+13,Blaser Group UK supplier,Blaser choke key - 20 bore,Creditors,52,"1,466,211.72"
,01/11/2021,Bill,600673,Traditional English Guncases Ltd,Lightweight leather case for Dan Fraser,Creditors,"1,500.00","1,467,711.72"
,01/11/2021,Bill,2553,Arms Restoration Services,Partial tooling charge for new tooling,Creditors,300,"1,468,011.72"
,01/11/2021,Bill,2553,Arms Restoration Services,Two off 577 barrel blanks Ser No. 5707 with L/H twist and 5108 with R/H twist @ £380.oo,Creditors,740,"1,468,751.72"
,02/11/2021,Bill,1896,John Dickson & Son Ltd,"Fraser Oil bottle with castle motif, set of 3 horn handled turnscrews, Mackintosh sling, .303 snap-cap",Creditors,505,"1,469,256.72"
,08/11/2021,Bill,600665,Traditional English Guncases Ltd,Alteration to 10 cases,Creditors,300,"1,469,556.72"
,08/11/2021,Bill,600665,Traditional English Guncases Ltd,16 x Swiss canvas leather,Creditors,"14,400.00","1,483,956.72"
,09/11/2021,Bill,103227,PDQ Freight Ltd,Import documentation,Creditors,"2,694.70","1,486,651.42"
,12/11/2021,Bill,1986,Emberleaf Workshop,Engraving,Creditors,50,"1,486,701.42"
,12/11/2021,Bill,1986,Emberleaf Workshop,Gordy and sons Vector development (1 off),Creditors,80,"1,486,781.42"
,12/11/2021,Bill,1986,Emberleaf Workshop,Steel plate design and fabrication,Creditors,80,"1,486,861.42"
,19/11/2021,Bill,1432,Broadbent Leather goods,"Shooting book in blue croc-print leather, blocking: Stewart Craig",Creditors,82.75,"1,486,944.17"
,19/11/2021,Bill,OP/I784116,GMK,7 X 64 SAKO HAMMERHEAD,Creditors,96,"1,487,040.17"
,26/11/2021,Bill,Rig003,Ian Moran,Agreed training / tooling,Creditors,"2,500.00","1,489,540.17"
,26/11/2021,Bill,103278,PDQ Freight Ltd,Import documentation,Creditors,631.6,"1,490,171.77"
,26/11/2021,Bill,2003,Emberleaf Workshop,Replacement sheath,Creditors,30,"1,490,201.77"
,29/11/2021,Bill,600674,Traditional English Guncases Ltd,Bespoke draw insert for Rigby 110 defender track,Creditors,"2,750.00","1,492,951.77"
,30/11/2021,Journal Entry,3362,,Being accrual for s/n 7306 M,-Split-,"2,500.00","1,495,451.77"
,30/11/2021,Journal Entry,3362,,Being accrual for s/n 18725,-Split-,"3,000.00","1,498,451.77"
,30/11/2021,Journal Entry,3362,,Being accrual for s/n 7070,-Split-,"8,000.00","1,506,451.77"
,30/11/2021,Journal Entry,3362,,Being accrual for s/n 18785,-Split-,"3,500.00","1,509,951.77"
,30/11/2021,Journal Entry,3362,,Being accrual for s/n 7067,-Split-,"1,000.00","1,510,951.77"
,30/11/2021,Journal Entry,3362,,Being accrual for s/n 7250M,-Split-,"2,500.00","1,513,451.77"
,30/11/2021,Journal Entry,3362,,Swiss canvas reversal,-Split-,"-15,000.00","1,498,451.77"
,30/11/2021,Cheque,1486,,cookson gold,Commercial card,388.13,"1,498,839.90"
,30/11/2021,Journal Entry,3362,,being released to P & L,-Split-,"221,117.51","1,719,957.41"
,30/11/2021,Journal Entry,3348,,S2M1FT1185,-Split-,"1,347.43","1,721,304.84"
,30/11/2021,Journal Entry,3348,,S2M1FT2010,-Split-,0,"1,721,304.84"
,30/11/2021,Journal Entry,3348,,S2M1FT2010,-Split-,0,"1,721,304.84"
,30/11/2021,Journal Entry,3348,,S2M1FT1819,-Split-,12.8,"1,721,317.64"
,30/11/2021,Journal Entry,3348,,S2M1FT2284,-Split-,0,"1,721,317.64"
,30/11/2021,Journal Entry,3348,,S2M1FT2009,-Split-,0,"1,721,317.64"
,30/11/2021,Journal Entry,3348,,S2M1FT0300,-Split-,2,"1,721,319.64"
,30/11/2021,Journal Entry,3348,,S2M1FT2139,-Split-,3.5,"1,721,323.14"
,30/11/2021,Journal Entry,3348,,S2M1FT2126,-Split-,2.01,"1,721,325.15"
,30/11/2021,Journal Entry,3348,,S2M1FT0694,-Split-,116,"1,721,441.15"
,30/11/2021,Journal Entry,3348,,S2M1FT1945,-Split-,12,"1,721,453.15"
,30/11/2021,Journal Entry,3348,,S2M1FT0309,-Split-,2,"1,721,455.15"
,30/11/2021,Journal Entry,3348,,S2M1FT1935,-Split-,0,"1,721,455.15"
,30/11/2021,Journal Entry,3348,,S2M1FT1946,-Split-,6,"1,721,461.15"
,30/11/2021,Journal Entry,3348,,S2M1FT0331,-Split-,38.41,"1,721,499.56"
,30/11/2021,Journal Entry,3348,,S2M1FT2324,-Split-,1.85,"1,721,501.41"
,30/11/2021,Journal Entry,3348,,S2M1FT2019,-Split-,15.71,"1,721,517.12"
,30/11/2021,Journal Entry,3348,,S2M1FT2007,-Split-,16.22,"1,721,533.34"
,30/11/2021,Journal Entry,3348,,S2M1FT2323,-Split-,2.45,"1,721,535.79"
,30/11/2021,Journal Entry,3348,,S2M1FT2004,-Split-,29.9,"1,721,565.69"
,30/11/2021,Journal Entry,3348,,S2M1FT1996,-Split-,32.55,"1,721,598.24"
,30/11/2021,Journal Entry,3348,,S2M1FT2018,-Split-,14.57,"1,721,612.81"
,30/11/2021,Journal Entry,3364,,WBC  bags,-Split-,376.67,"1,721,989.48"
,30/11/2021,Journal Entry,3364,,Harper office Packing Nov 2021,-Split-,350,"1,722,339.48"
,30/11/2021,Journal Entry,3362,,Being Accessories c ost transfer to cost of sale,-Split-,"4,376.21","1,726,715.69"
,01/12/2021,Bill,600626,Traditional English Guncases Ltd,"Tan leather cases for Rigby Defenders
2 per: RR1, RG4, DM1",Creditors,"3,333.33","1,730,049.02"
,01/12/2021,Bill,600644,Traditional English Guncases Ltd,"Re Tim Blane Smith 
Supplied slip embossed W.G. LE B. S",Creditors,75,"1,730,124.02"
,01/12/2021,Bill,40,Kingsmen,Export cost for N467 EOR,Creditors,"4,650.72","1,734,774.74"
,01/12/2021,Bill,76307,Quantum,Vacuum annealed,Creditors,175,"1,734,949.74"
,01/12/2021,Bill,76398,Quantum,Vacuum annealed,Creditors,175,"1,735,124.74"
,01/12/2021,Bill,76398,Quantum,Vacuum annealed,Creditors,175,"1,735,299.74"
,01/12/2021,Bill,19.2,T & D O'Neill,Pick up and collections - 01 Dec 21,Creditors,240,"1,735,539.74"
,01/12/2021,Bill,76398,Quantum,Nitride - 18785,Creditors,425,"1,735,964.74"
,01/12/2021,Bill,76398,Quantum,Case hardened - 18785,Creditors,475,"1,736,439.74"
,01/12/2021,Bill,10221,Shooting Star,RC HPF3,Creditors,"2,750.00","1,739,189.74"
,01/12/2021,Bill,16.2,T & D O'Neill,Pick up and collections - 26 Oct 21,Creditors,188,"1,739,377.74"
,01/12/2021,Bill,17.2,T & D O'Neill,Pick up and collections - 22 Nov 21,Creditors,220,"1,739,597.74"
,01/12/2021,Bill,18/2021,T & D O'Neill,Pick up and collections - 30 Nov 21,Creditors,220,"1,739,817.74"
,01/12/2021,Bill,76398,Quantum,Vacuum annealed,Creditors,225,"1,740,042.74"
,06/12/2021,Bill,44809,The Company of Gunmakers,0 .275 RIGBY B/A RIFLE INSTANT PROOF,Creditors,45.83,"1,740,088.57"
,08/12/2021,Bill,111288,A.S.I Ltd,repair of AYA 474-05 belonging to Allan Yarrow,Creditors,129,"1,740,217.57"
,09/12/2021,Journal Entry,3366,,being released to P&L,-Split-,1.5,"1,740,219.07"
,09/12/2021,Journal Entry,3366,,being released to P&L s/n 18707,-Split-,50,"1,740,269.07"
,09/12/2021,Journal Entry,3366,,being released to P&L s/n 14816,-Split-,39.62,"1,740,308.69"
,09/12/2021,Journal Entry,3366,,being released to P&L,-Split-,3,"1,740,311.69"
,10/12/2021,Bill,1001/00089956,Edgar Brothers,"6.5 X 55 Swedish 140gr SST SPF
 HORN-85507",Creditors,53.76,"1,740,365.45"
,13/12/2021,Bill,20.2,T & D O'Neill,Pick up and collections - 20 Dec 21,Creditors,220,"1,740,585.45"
,14/12/2021,Bill,2.11E+13,Blaser Group UK supplier,Blaser R8 Success / Ultimate Trigger Unit,Creditors,279,"1,740,864.45"
,15/12/2021,Journal Entry,3370,,"DMC 600 NE x 2 @ 4.15
DMC 600 NE x 9 @ 4.25

Range ammunition used on 24/11/21",-Split-,46.55,"1,740,911.00"
,15/12/2021,Journal Entry,3370,,"DMC 600 NE x 2 @ 4.15
DMC 600 NE x 8 @ 4.25
Federal 416 Rigby x 9 @ 7.03
Federal 30-06 x 7 @ 0.85
Norma 30-06 x 7 @ 2.01

Range ammunition used on 19/11/21",-Split-,125.59,"1,741,036.59"
,15/12/2021,Journal Entry,3370,,"Hornady 450 3 & 1/4"" x 11 @ 3.69

Range ammunition used on 16/11/21",-Split-,40.59,"1,741,077.18"
,15/12/2021,Journal Entry,3370,,"Federal 22-250 x 28 @ 0.65
Federal 30-06 x 32 @ 0.99
Rigby 275 Rigby x 35 @ 1.16
DMC 600 NE x 15 @ 4.15

Range ammunition used on 14/12/21",-Split-,152.73,"1,741,229.91"
,15/12/2021,Journal Entry,3370,,"Norma 7.5x55 x 220 rnd @ 2.03
Hornady 9.3x62 x 20 rnd @ 1.57
Hornady 375 H&H x 16 rnd @ 2.69
Hornady 450 Rigby x 4 @ 3.69

Range ammunition used on 22/10/21",-Split-,535.8,"1,741,765.71"
,15/12/2021,Journal Entry,3370,,"Hornady 375 H&H x 24 @ 2.69
Federal 416 Rigby x 24 @ 7.03
Federal 375 H&H x 20 @ 4.52
Rigby 275 Rigby x 60 @ 1.16
Rigby 416 No. 2 x 9 @ 9.72
Rigby 416 No. 2 x 8 @ 9.72

Range ammunition used on 29/11/21",-Split-,558.52,"1,742,324.23"
,15/12/2021,Journal Entry,3370,,"Federal 30-06 x 20 @ 1.45
Federal 416 rigby x 8 @ 8.85
Rigby 275 Rigby x 8 @ 1.16
Federal 30-06 x 35 @ 0.99
Federal 375 H&H x 17 @ 4.52

Range ammunition used on 10/12/21",-Split-,220.57,"1,742,544.80"
,15/12/2021,Journal Entry,3370,,"Hornady 450 Rigby x 7 @ 3.69
Federal 30-06 x 18 @ 0.85
Hornady 30-06 x 20 @ 1.25
Hornady 470 NE x 8 @ 6.68
Federal 470 NE x 4 @ 9.46

Range ammunition used on 13/10/21",-Split-,157.41,"1,742,702.21"
,16/12/2021,Bill,35,Steve Kelly,Silver inlay special design colt knob to Andy Miles pattern,Creditors,450,"1,743,152.21"
,17/12/2021,Journal Entry,3373,,S2M1FT2139,-Split-,7,"1,743,159.21"
,17/12/2021,Journal Entry,3373,,S2M1FT0184,-Split-,38.51,"1,743,197.72"
,17/12/2021,Journal Entry,3373,,S2M1FT0392,-Split-,0.16,"1,743,197.88"
,17/12/2021,Journal Entry,3373,,S2M1FT0331,-Split-,38.41,"1,743,236.29"
,17/12/2021,Journal Entry,3373,,S2M1FT0331,-Split-,38.41,"1,743,274.70"
,17/12/2021,Journal Entry,3373,,S2M1FT0285,-Split-,11.62,"1,743,286.32"
,17/12/2021,Journal Entry,3373,,S2M1FT0273,-Split-,2,"1,743,288.32"
,17/12/2021,Journal Entry,3373,,S2M1FT0273,-Split-,2,"1,743,290.32"
,17/12/2021,Journal Entry,3373,,S2M1FT0273,-Split-,2,"1,743,292.32"
,17/12/2021,Journal Entry,3373,,S2M1FT0271,-Split-,2,"1,743,294.32"
,17/12/2021,Journal Entry,3373,,S2M1FT0271,-Split-,2,"1,743,296.32"
,17/12/2021,Journal Entry,3373,,S2M1FT2185,-Split-,2.4,"1,743,298.72"
,17/12/2021,Journal Entry,3373,,S2M1FT2185,-Split-,2.4,"1,743,301.12"
,17/12/2021,Journal Entry,3373,,S2M1FT2139,-Split-,7,"1,743,308.12"
,22/12/2021,Bill,,Shooting Star,RC HPF3,Creditors,39.5,"1,743,347.62"
,27/12/2021,Bill,21025202,Ben Becker,transport - 969 Eur,Creditors,821.2,"1,744,168.82"
,30/12/2021,Supplier Credit,21247256,Swarovski Optik,The credit is the annual retro bonus given.,Creditors,-732.49,"1,743,436.33"
,31/12/2021,Journal Entry,3417,,being accessories cost transfer to P&L,-Split-,"7,952.28","1,751,388.61"
,31/12/2021,Bill,22.2,T & D O'Neill,Pick up and collections - 20 Dec 21,Creditors,160,"1,751,548.61"
,31/12/2021,Bill,21.2,T & D O'Neill,Pick up and collections - 15 Dec 21,Creditors,160,"1,751,708.61"
,31/12/2021,Bill,37595,Irons Brothers Ltd,1 Off ñ Cast Iron Garrison Gun Carriage to suit:,Creditors,"5,200.00","1,756,908.61"
,31/12/2021,Bill,37595,Irons Brothers Ltd,"1 Off ñ Armstrong 9 Pounder from new pattern, R R Insignia",Creditors,"4,480.00","1,761,388.61"
,31/12/2021,Journal Entry,3424,,year end adjustment after stock count,-Split-,"41,925.76","1,803,314.37"
,31/12/2021,Journal Entry,3419,,Iron Brothers cannon invoice being transferred to prepayment,-Split-,"5,200.00","1,808,514.37"
,31/12/2021,Journal Entry,3419,,Iron Brothers cannon invoice being transferred to prepayment,-Split-,"4,480.00","1,812,994.37"
,31/12/2021,Journal Entry,3418,,being accrual for   18709 for Johnson invoice,-Split-,500,"1,813,494.37"
,31/12/2021,Journal Entry,3418,,being accrual for case accessories  7109,-Split-,"1,455.00","1,814,949.37"
,31/12/2021,Journal Entry,3418,,being accrual for case accessories  7110,-Split-,"1,455.00","1,816,404.37"
,31/12/2021,Cheque,1402,,National shooting,Commercial card,3.3,"1,816,407.67"
,31/12/2021,Cheque,1402,,the gun trade ass,Commercial card,14,"1,816,421.67"
,31/12/2021,Journal Entry,3405,,Els and Co - Export permit (Bill 13986),-Split-,153.33,"1,816,575.00"
,31/12/2021,Journal Entry,3403,,"Hibo - 1.A4 leather folder, with two
pieces
genuine leather sewing
together(sewing bottom and
left side)
2.Emboss Logo($4180)",-Split-,"2,957.35","1,819,532.35"
,31/12/2021,Journal Entry,3403,,"Hibo - 1.Gun Socks
2.Embroidery Rigby logon on
it($730)",-Split-,516.47,"1,820,048.82"
,31/12/2021,Journal Entry,3421,,WBC  bags,-Split-,376.67,"1,820,425.49"
,31/12/2021,Journal Entry,3417,,WIP cost being released to P&L,-Split-,"222,307.80","2,042,733.29"
,31/12/2021,Journal Entry,3421,,Harper office Packing Dec 2021,-Split-,350,"2,043,083.29"
,31/12/2021,Journal Entry,3404,,WBC - Dumpy Bottle Pulpsafe Transit Pack,-Split-,30.24,"2,043,113.53"
,31/12/2021,Journal Entry,3425,,Accrual for Rifles being reversed,-Split-,"-29,401.77","2,013,711.76"
Total for Cost of sales,,,,,,,"£2,013,711.76  ",
Materials & Tools,,,,,,,,
,04/01/2021,Cheque,Maria1223,guntrader.co.uk,tools,NatWest ****7810,14.5,14.5
,31/01/2021,Cheque,766,,workshop tools,Commercial card,10.7,25.2
,31/01/2021,Cheque,766,,Workshop tools,Commercial card,9.15,34.35
,31/01/2021,Cheque,766,,Albert Haywood Tools,Commercial card,124.9,159.25
,31/01/2021,Cheque,765,,workshop tools,Commercial card,11.99,171.24
,31/01/2021,Cheque,767,,Workshop  supply,Commercial card,17.9,189.14
,31/01/2021,Cheque,766,,tools,Commercial card,21.16,210.3
,31/01/2021,Cheque,766,,workshop tools,Commercial card,19.58,229.88
,31/01/2021,Cheque,766,,workshop tools,Commercial card,19.08,248.96
,31/01/2021,Cheque,766,,workshop tools,Commercial card,10.79,259.75
,31/01/2021,Cheque,767,,workshop tools,Commercial card,58.22,317.97
,31/01/2021,Cheque,767,,workshop tools,Commercial card,6.3,324.27
,31/01/2021,Cheque,767,,workshop tools,Commercial card,8.39,332.66
,31/01/2021,Cheque,766,,tools,Commercial card,54.42,387.08
,01/02/2021,Cheque,Maria1294,guntrader.co.uk,,NatWest ****7810,14.5,401.58
,05/02/2021,Bill,76448,Mike Ball,Wet & Dry sandpaper,Creditors,732.7,"1,134.28"
,09/02/2021,Bill,67233,Sharmic Engineering Limited,Blacking salts,Creditors,273.75,"1,408.03"
,28/02/2021,Cheque,792,,tools,Commercial card,85.57,"1,493.60"
,28/02/2021,Cheque,775,,workshop tools,Commercial card,97.25,"1,590.85"
,28/02/2021,Cheque,775,,workshop tools,Commercial card,24.5,"1,615.35"
,28/02/2021,Cheque,779,,workshop tools,Commercial card,84,"1,699.35"
,28/02/2021,Cheque,775,,Workshop tools,Commercial card,8.5,"1,707.85"
